confid_0	67730.31711071848
confid_1	4338.177906494544
confid_2	8361.896872595005
confid_3	19418.24843649582
confid_4	16283.751608639916
confid_5	20954.054654427135
confid_6	5361.247139465407
confid_7	24873.866608474887
confid_8	16464.706817421957
confid_9	7690.135201885326
confid_10	32626.30344802939
confid_11	2134.982816460489
confid_12	2111.213138674425
confid_13	47623.10883679505
confid_14	156836706.03276834
confid_15	5858.085206170487
confid_16	9227.718570775818
confid_17	1939.4804503703324
confid_18	4067.993539694456
confid_19	5133.479175346124
