,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP
0,1,0,N(C(=O)c1nnc2ccccc2c1N)c1ccccc1OC,0.0,24,0.4,1,106.041864812,2.1620000000000004
1,1,1,N(C(=O)c1nnc2ccccc2c1N)Cc1ccccc1OC,0.2169867066065071,24,0.4,1,120.057514876,1.839700000000001
2,1,3,N(C(=O)c1nnc2ccccc2c1N)Cc1c[nH]cn1,0.0,24,0.4,1,80.03744812800002,0.5542000000000004
3,1,4,N(C(=O)c1nnc2ccccc2c1N)c1cccc(C)c1,0.0,24,0.4,1,90.04695019200003,2.4618200000000017
4,1,5,N(C(=O)c1nnc2ccccc2c1N)CCC,0.0,24,0.4,1,42.046950192,1.0409000000000002
5,1,6,N(C(=O)c1nnc2ccccc2c1N)c1cccc(Cl)c1,0.0,24,0.4,1,109.992327776,2.8068000000000004
6,1,7,N(C(=O)c1nnc2ccccc2c1N)CC(=O)N(C)c1ccccc1,0.7663557995369641,24,0.4,1,147.06841390800005,1.2939000000000005
7,1,8,N(C(=O)c1nnc2ccccc2c1N)c1ccccc1,0.0,24,0.4,1,76.03130012800003,2.153400000000001
8,1,9,N(C(=O)c1nnc2ccccc2c1N)C1CCC(CC1)c1ccc(F)cc1,0.0,24,0.4,1,176.10012863600005,3.4964000000000035
9,1,10,N(C(=O)c1nnc2ccccc2c1N)Cc1cccc(Cl)c1,0.266497434122752,25,1.0,1,124.00797784,2.484500000000002
10,1,12,N(C(=O)c1nnc2ccccc2c1N)C1CCCCC1,0.0,25,1.0,1,82.07825032000002,1.963600000000001
11,1,13,N(C(=O)c1nnc2ccccc2c1N)C,-1.0,25,1.0,1,14.015650064,0.2607000000000004
12,1,14,N(C(=O)c1nnc2ccccc2c1N)CN1CCN(C)CC1,0.0,25,1.0,1,112.10004838399996,-0.1641999999999993
13,1,15,N(C(=O)c1nnc2ccccc2c1N)C(=O)OC(C)(C)C,0.0,25,1.0,1,100.05242949599996,1.5660000000000005
