,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP
0,1,0,NC(=O)c1nnc2ccccc2c1Nc1ccc(cc1)Cl,0.0,22,0.5,1,109.992327776,2.8148000000000013
1,1,1,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)c1ccc(cc1)F,0.952642369477622,22,0.5,1,163.07972754,1.8835
2,1,2,NC(=O)c1nnc2ccccc2c1NCc1ccc(cc1)OC,0.2169867066065071,22,0.5,1,120.057514876,2.0385000000000004
3,1,3,NC(=O)c1nnc2ccccc2c1N,-1.0,22,0.5,1,0.0,0.0
4,1,4,NC(=O)c1nnc2ccccc2c1Nc1ccc(cc1)F,0.0,22,0.5,1,94.02187831600006,2.300500000000001
5,1,5,NC(=O)c1nnc2ccccc2c1N1CC2(CCN(c3ccccn3)CC2)C1,1.0,22,0.5,1,186.115698448,1.9196000000000004
6,1,6,NC(=O)c1nnc2ccccc2c1NC1CCSC1,0.0,22,0.5,1,86.019021192,1.3352
7,1,7,NC(=O)c1nnc2ccccc2c1N,-1.0,22,0.5,1,0.0,0.0
8,1,8,NC(=O)c1nnc2ccccc2c1Nc1cccc(c1)C(F)(F)F,0.0,22,0.5,1,144.01868475600006,3.180200000000001
9,1,9,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)C1CCCCC1,0.8177132285856324,22,0.5,1,151.13609954400002,1.8724999999999992
10,1,10,NC(=O)c1nnc2ccccc2c1NCCc1ccc(cc1)OC,0.5625908433125071,22,0.5,1,134.07316494,2.081000000000001
11,1,11,NC(=O)c1nnc2ccccc2c1N,-1.0,22,0.5,1,0.0,0.0
12,1,12,NC(=O)c1nnc2ccccc2c1Nc1cc(Cl)cc(c1)Cl,0.0,22,0.5,1,143.95335542399997,3.468200000000001
13,1,13,NC(=O)c1nnc2ccccc2c1N1CCCCC1,0.0,22,0.5,1,68.06260025600002,1.4080999999999997
14,1,14,NC(=O)c1nnc2ccccc2c1NC1CCN(CC2CC2)CC1,0.6231708617417367,22,0.5,1,137.12044948000002,1.7040999999999995
15,1,15,NC(=O)c1nnc2ccccc2c1N,-1.0,22,0.5,1,0.0,0.0
16,1,17,NC(=O)c1nnc2ccccc2c1N1CCN(c2ccccc2)CC1,0.7400783204255742,22,0.5,1,145.08914935200002,1.7444000000000002
17,1,18,NC(=O)c1nnc2ccccc2c1NC1CCN(Cc2ccccc2)CC1,0.7439384033985643,22,0.5,1,173.12044948000002,2.4943000000000013
18,1,19,NC(=O)c1nnc2ccccc2c1N,-1.0,22,0.5,1,0.0,0.0
19,1,21,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)C,0.0,23,0.6,1,83.07349928800002,0.1695999999999996
20,1,22,NC(=O)c1nnc2ccccc2c1N1CCC2(CC1)OCc1ccc(cc21)F,0.6818682776396078,23,0.6,1,190.07939319200003,2.582800000000001
21,1,23,NC(=O)c1nnc2ccccc2c1N1CCCN(C)CC1,0.0,23,0.6,1,97.08914935200002,0.5596999999999998
22,1,24,NC(=O)c1nnc2ccccc2c1N1CCN(c2ccccc2)CC1,0.7400783204255742,23,0.6,1,145.08914935200002,1.7444000000000002
23,1,25,NC(=O)c1nnc2ccccc2c1NCc1cccc(c1)F,0.0,23,1.0,1,108.03752838000004,2.169
24,1,26,NC(=O)c1nnc2ccccc2c1NC1CCCCC1,0.0,23,1.0,1,82.07825032000002,2.1624000000000003
25,1,28,NC(=O)c1nnc2ccccc2c1NCc1cccc(c1)F,0.0,23,1.0,1,108.03752838000004,2.169
26,1,30,NC(=O)c1nnc2ccccc2c1NC(=O)c1cccs1,0.0,23,1.0,1,109.98263568399996,1.7315999999999998
27,1,31,NC(=O)c1nnc2ccccc2c1NCc1ccc(Cl)c(Cl)c1,0.0,23,1.0,1,157.96900548799996,3.3367000000000018
28,1,32,NC(=O)c1nnc2ccccc2c1NC1CCCCC1,0.0,23,1.0,1,82.07825032000002,2.1624000000000003
29,1,34,NC(=O)c1nnc2ccccc2c1NCc1cccc(c1)OC,0.2169867066065071,23,1.0,1,120.057514876,2.0385000000000004
30,1,35,NC(=O)c1nnc2ccccc2c1NC1CCN(CC1)Cc1cccc(C)c1,0.4949993414654248,23,1.0,1,187.136099544,2.802720000000002
31,1,36,NC(=O)c1nnc2ccccc2c1NC(=O)N(C)c1cc(C)c(c(c1)C)Cl,0.0,23,1.0,1,195.04509162,3.3563400000000025
32,1,37,NC(=O)c1nnc2ccccc2c1NCc1ccc(CO)cc1,0.2169867066065071,23,1.0,1,120.057514876,1.5221999999999998
33,1,38,NC(=O)c1nnc2ccccc2c1NC1CCC(CC1)COc1ccccc1,0.0,23,1.0,1,188.120115132,3.4675000000000025
34,1,39,NC(=O)c1nnc2ccccc2c1NC(=O)c1ccc(cc1)Cl,0.5420422863540042,23,1.0,1,137.98724239600003,2.323500000000001
35,1,40,NC(=O)c1nnc2ccccc2c1N1CCCCCC1,0.0,24,1.0,1,82.07825032000002,1.7982
36,1,41,NC(=O)c1nnc2ccccc2c1N1CCN(c2cccc(Cl)c2)CC1,0.8061912602175775,24,1.0,1,179.050177,2.3978000000000006
37,1,42,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)Cc1cccc(c1)Cl,0.8089155382678751,24,1.0,1,193.065827064,2.3934
38,1,43,NC(=O)c1nnc2ccccc2c1N1CCCCC1,0.0,24,1.0,1,68.06260025600002,1.4080999999999997
39,1,44,NC(=O)c1nnc2ccccc2c1N1CCCN(C)CC1,0.0,24,1.0,1,97.08914935200002,0.5596999999999998
40,1,45,NC(=O)c1nnc2ccccc2c1Nc1ccc(Cl)cc1,0.0,23,1.1,1,109.992327776,2.8148000000000013
41,1,46,NC(=O)c1nnc2ccccc2c1Nc1ccccc1,0.0,23,1.1,1,76.03130012800003,2.1614
42,1,47,NC(=O)c1nnc2ccccc2c1Nc1ccc(OC)cc1,0.0,23,1.1,1,106.041864812,2.1700000000000004
43,1,48,NC(=O)c1nnc2ccccc2c1Nc1ccccc1,0.0,23,1.1,1,76.03130012800003,2.1614
44,1,50,NC(=O)c1nnc2ccccc2c1N1CCC(CC1)C(=O)NCc1ccc(C)cc1,0.8881015415205659,25,1.3,1,215.13101416400005,2.259020000000001
45,1,51,NC(=O)c1nnc2ccccc2c1N1CCN(CCO)c(n1)C,0.3701212857554215,25,1.3,1,126.07931294,-0.1344999999999999
46,1,53,NC(=O)c1nnc2ccccc2c1N1CC(C1)Nc1cccc(c1)C(F)(F)F,0.5571753297223457,25,1.3,1,199.060883916,2.7373000000000016
47,1,54,NC(=O)c1nnc2ccccc2c1N1CCc2ccc(cc2C1)Cl,0.517214906172262,25,1.3,1,150.02362790400005,2.633900000000002
48,1,55,NC(=O)c1nnc2ccccc2c1N1CCOCC1,0.0,25,1.3,1,70.041864812,0.2543999999999998
49,1,56,NC(=O)c1nnc2ccccc2c1N1CCC(CC1)CNc1cc(ccn1)C,0.7733203398664779,25,1.3,1,188.131348512,2.449720000000001
50,1,57,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)c1cccc(c1)Cl,0.8061912602175775,25,1.3,1,179.050177,2.3978000000000006
51,1,58,NC(=O)c1nnc2ccccc2c1N1CC2(CCCN2)C1,0.0,25,1.3,1,95.07349928800002,0.3599999999999997
52,1,59,NC(=O)c1nnc2ccccc2c1N1CC(C)(C)c2ccc(cc12)N1CCCC1,0.0,25,1.3,1,199.13609954400007,3.4473000000000025
53,1,60,NC(=O)c1nnc2ccccc2c1N1CCc2ccccc2C1,0.0,25,1.3,1,116.06260025600002,1.9805000000000008
54,1,61,NC(=O)c1nnc2ccccc2c1N1CCOCC1,0.0,25,1.3,1,70.041864812,0.2543999999999998
55,1,63,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)c1cccc(O)c1,0.9314581111160816,25,1.3,1,161.084063972,1.4499999999999995
56,1,64,NC(=O)c1nnc2ccccc2c1N1CC2(CCC(N)=O)CCN(CC2)C1,1.0,25,1.3,1,180.126263132,0.5429999999999996
57,1,65,NC(=O)c1nnc2ccccc2c1N1CC(O)C1,0.0,25,1.3,1,56.026214748,-0.4013000000000002
58,1,66,NC(=O)c1nnc2ccccc2c1N1CCc2ccccc2C1,0.0,25,1.3,1,116.06260025600002,1.9805000000000008
59,1,67,NC(=O)c1nnc2ccccc2c1N1CCOCC1,0.0,25,1.3,1,70.041864812,0.2543999999999998
60,1,71,NC(=O)c1nnc2ccccc2c1N1CC(C)(C)c2c(F)ccc(c21)OC,0.2300963886096529,25,1.3,1,178.07939319200003,2.994800000000002
61,1,72,NC(=O)c1nnc2ccccc2c1N1CCc2ccccc2C1,0.0,25,1.3,1,116.06260025600002,1.9805000000000008
62,1,73,NC(=O)c1nnc2ccccc2c1N1CCOCC1,0.0,25,1.3,1,70.041864812,0.2543999999999998
63,1,75,NC(=O)c1nnc2ccccc2c1N1CCN(CC1)Cc1ccccc1F,1.0,25,1.3,1,177.095377604,1.8791
64,1,76,NC(=O)c1nnc2ccccc2c1N1CC2(CCN(CC2)C(=O)C)NC(C1)C,1.0,25,1.3,1,194.141913196,0.5969999999999994
65,1,78,NC(=O)c1nnc2ccccc2c1N1CCc2cc(OC)c(cc2C1)OC,1.0,25,1.3,1,176.08372962399997,1.9977000000000005
66,1,79,NC(=O)c1nnc2ccccc2c1N1CCOCC1,0.0,25,1.3,1,70.041864812,0.2543999999999998
67,1,62,NC(=O)c1nnc2ccccc2c1N1CCCCC1,0.0,25,1.3,1,68.06260025600002,1.4080999999999997
68,1,68,NC(=O)c1nnc2ccccc2c1N1CCCCC1,0.0,25,1.3,1,68.06260025600002,1.4080999999999997
69,1,69,NC(=O)c1nnc2ccccc2c1N1CCN(c2ccccc2)CC1,0.7400783204255742,25,1.3,1,145.08914935200002,1.7444000000000002
70,1,74,NC(=O)c1nnc2ccccc2c1N1CCCCCC1,0.0,25,1.3,1,82.07825032000002,1.7982
71,1,81,NC(=O)c1nnc2ccccc2c1Nc1cccc(c1)F,0.0,24,1.4,1,94.02187831600006,2.300500000000001
72,1,82,NC(=O)c1nnc2ccccc2c1Nc1ccc(F)cc1,0.0,24,1.4,1,94.02187831600006,2.300500000000001
73,1,83,NC(=O)c1nnc2ccccc2c1Nc1ccccc1C(F)(F)F,0.0,24,1.4,1,144.01868475600006,3.180200000000001
74,1,84,NC(=O)c1nnc2ccccc2c1Nc1ccccc1F,0.0,24,1.4,1,94.02187831600006,2.300500000000001
75,1,85,NC(=O)c1nnc2ccccc2c1NC(=O)c1ccc(s1)Cl,0.5897561723698458,24,1.5,1,143.943663332,2.385
76,1,86,NC(=O)c1nnc2ccccc2c1NC(C)=O,0.0,24,1.5,1,42.010564684,0.3761999999999998
77,1,88,NC(=O)c1nnc2ccccc2c1NC(C)C,0.0,24,1.5,1,42.046950192,1.2380999999999998
78,1,90,NC(=O)c1nnc2ccccc2c1NC(C)(C)C,0.0,24,1.5,1,56.062600256,1.6281999999999996
79,1,91,NC(=O)c1nnc2ccccc2c1NC(=O)c1cccc(OC)c1,0.5715492296941165,24,1.5,1,134.03677943199995,1.6786999999999996
80,1,92,NC(=O)c1nnc2ccccc2c1NC(C)(C)C,0.0,24,1.5,1,56.062600256,1.6281999999999996
81,1,93,NC(=O)c1nnc2ccccc2c1NC(=O)c1ccccc1Cl,0.5420422863540042,24,1.5,1,137.98724239600003,2.323500000000001
82,1,94,NC(=O)c1nnc2ccccc2c1NC(C)C,0.0,24,1.5,1,42.046950192,1.2380999999999998
83,1,87,NC(=O)c1nnc2ccccc2c1NC(=O)c1cccs1,0.0,24,1.5,1,109.98263568399996,1.7315999999999998
84,1,95,NC(=O)c1nnc2ccccc2c1N1CC2(CCOCC2)C1,0.0,26,1.8,1,110.07316494,1.0345999999999995
85,1,101,NC(=O)c1nnc2ccccc2c1N1CC2(CCOCC2)c2ccc(cc12)N1CCOCC1,0.7703533916659322,26,1.8,1,257.141578848,2.4543000000000013
86,1,104,NC(=O)c1nnc2ccccc2c1N1CC2(CCC(=O)N2)c2ccc(N(C)C)cc21,1.0,26,1.8,1,214.11061306800005,1.7407999999999997
87,1,107,NC(=O)c1nnc2ccccc2c1N1CC2(CCOCC2)Oc2cccc(F)c12,0.6412053867920984,26,1.8,1,206.074307812,2.636600000000002
88,1,110,NC(=O)c1nnc2ccccc2c1Nc1cccc(OC)c1,0.0,25,1.9,1,106.041864812,2.1700000000000004
