confid_0	25604.5735225611
confid_1	48459.94476464942
confid_2	934123.5777937896
confid_3	64381.79551756036
confid_4	122869.0016688622
confid_5	75749.84175056954
confid_6	72613.5261504576
confid_7	884427.7710461344
confid_8	12553.179558118698
confid_9	-5.746398020854144
confid_10	490.60603143355934
confid_11	16835.280510876124
confid_12	11295023224.111933
confid_13	21336497.007341444
confid_14	14453141.686105868
confid_15	10663.376887033424
confid_16	16152.800874304097
confid_17	41011.86339578806
confid_18	3212.528104951227
confid_19	83327.77981220461
