,index,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP,canonical_smiles,MW,LogP,donor,acceptor,Choice_idx
0,0,2,2593,NC(=O)c1nnc2c(cccc2c1N)c1cc2CCN(C)CCc2sc1=O,1.0,35,48.8,1,193.056134972,1.1191,CN1CCc2cc(-c3cccc4c(N)c(C(N)=O)nnc34)c(=O)sc2CC1,381.125945848,1.43,4,7,0
1,1,1,1054,NC(=O)c1nnc2c(cccc2c1N)N1CCN(C)Cc2cc(ccc12)F,1.0,31,16.2,1,178.090626572,1.7226000000000004,CN1CCN(c2cccc3c(N)c(C(N)=O)nnc23)c2ccc(F)cc2C1,366.160437448,2.0335,4,7,1
2,2,4,8021,NC(=O)c1nnc2c(cccc2c1N)N1CCCc2n(CC(C)C)cnc12,1.0,35,170.4,1,177.12659748000007,1.9368,CC(C)Cn1cnc2c1CCCN2c1cccc2c(N)c(C(N)=O)nnc12,365.19640835600006,2.247699999999999,4,8,2
3,3,1,1134,NC(=O)c1nnc2c(cccc2c1N)N1CCN(c2cc(C)ccn2)CC1,1.0,34,18.2,1,175.11094741600002,1.0300199999999995,Cc1ccnc(N2CCN(c3cccc4c(N)c(C(N)=O)nnc34)CC2)c1,363.180758292,1.3409199999999992,4,8,3
4,4,2,8115,NC(=O)c1nnc2c(cccc2c1N)c1cc2OCN(CCc2nc1)C(C)C,1.0,38,152.0,1,190.11061306800005,1.6647999999999996,CC(C)N1CCc2ncc(-c3cccc4c(N)c(C(N)=O)nnc34)cc2OC1,378.18042394400004,1.9756999999999996,4,8,4
5,5,1,3949,NC(=O)c1nnc2c(cccc2c1N)N1CCN(c2ccc(C)n2C)CC1,1.0,38,73.3,1,177.12659748000002,0.9735199999999994,Cc1ccc(N2CCN(c3cccc4c(N)c(C(N)=O)nnc34)CC2)n1C,365.196408356,1.2844199999999992,4,8,5
6,6,1,6323,NC(=O)c1nnc2c(cccc2c1N)N1CCc2c(N(C)C)c(C)c(nc2C1)C,1.0,40,123.2,1,203.14224754400007,1.6405399999999997,Cc1nc2c(c(N(C)C)c1C)CCN(c1cccc3c(N)c(C(N)=O)nnc13)C2,391.21205842000006,1.9514399999999996,4,8,6
7,7,2,2424,NC(=O)c1nnc2c(cccc2c1N)c1cc2CCN(CCN(C)C)Cc2s1,1.0,35,45.8,1,208.103419512,1.6482,CN(C)CCN1CCc2cc(-c3cccc4c(N)c(C(N)=O)nnc34)sc2C1,396.173230388,1.9591,4,7,7
8,8,3,4617,NC(=O)c1nnc2c(cccc2c1N)N1CCc2sc(Cl)c(n2)C1,1.0,37,97.4,1,171.98619684000008,1.6726,NC(=O)c1nnc2c(N3CCc4nc(c(Cl)s4)C3)cccc2c1N,360.05600771600007,1.9835,4,7,8
9,9,1,3497,NC(=O)c1nnc2c(cccc2c1N)N1CCc2sc(cc2C1)C(=O)N(C)C,1.0,38,63.3,1,208.067034004,1.326,CN(C)C(=O)c1cc2c(s1)CCN(c1cccc3c(N)c(C(N)=O)nnc13)C2,396.13684488,1.6369,4,8,9
