,index,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP,canonical_smiles,MW,LogP,donor,acceptor,Choice_idx
0,0,1,6209,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C(C)C)CCn21,1.0,46,100.3,1,191.10586203600005,1.3481,CC(C)C(=O)N1CCn2c(cnc2NC(=O)c2nnc3ccccc3c2N)C1,379.17567291200004,1.659,3,9,0
1,1,3,7381,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCOCCc2cc1OC,1.0,37,125.8,1,177.07897859199997,1.6722,COc1cc2c(nc1NC(=O)c1nnc3ccccc3c1N)CCOCC2,365.14878946799996,1.9830999999999999,3,8,1
2,2,3,6748,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(C)CCn2c1OCC,1.0,40,118.6,1,193.12151210000005,1.2365,CCOc1c(NC(=O)c2nnc3ccccc3c2N)nc2n1CCN(C)CC2,381.19132297600004,1.5473999999999997,3,9,2
3,3,4,5556,N(C(=O)c1nnc2ccccc2c1N)c1nc2CC(CC)N(C)C(=O)c2cc1,1.0,35,103.1,1,188.094963004,1.9551000000000005,CCC1Cc2nc(NC(=O)c3nnc4ccccc4c3N)ccc2C(=O)N1C,376.16477388,2.266,3,8,3
4,4,1,4240,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COCCCC(=O)c2c1,1.0,36,75.8,1,175.06332852799997,2.0415000000000005,Nc1c(C(=O)Nc2cc3c(cn2)COCCCC3=O)nnc2ccccc12,363.13313940399996,2.3524000000000003,3,8,4
5,5,3,5862,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(Cc2c(n1)C)CC,1.0,38,107.8,1,175.11094741600007,1.62982,CCN1CCc2nc(NC(=O)c3nnc4ccccc4c3N)nc(C)c2C1,363.18075829200006,1.94072,3,8,5
6,6,3,6662,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCOCCCc2nc1C,1.0,37,118.2,1,176.094963004,1.75712,Cc1nc2c(nc1NC(=O)c1nnc3ccccc3c1N)CCOCCC2,364.16477388,2.0680199999999997,3,8,6
7,7,3,5718,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(CCn2c1)C(=O)C,1.0,39,106.1,1,177.09021197200005,0.7544999999999996,CC(=O)N1CCc2nc(NC(=O)c3nnc4ccccc4c3N)cn2CC1,365.16002284800004,1.0653999999999995,3,9,7
8,8,1,10900,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCN(C(=O)N(C)C)Cc2c1,1.0,39,172.4,1,203.10586203600005,1.5880999999999998,CN(C)C(=O)N1CCc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2C1,391.17567291200004,1.8989999999999998,3,9,8
9,9,4,885,N(C(=O)c1nnc2ccccc2c1N)c1nc(OC(F)F)c2c(n1)CCC2,1.0,33,16.8,1,184.04481925200005,2.0335000000000005,Nc1c(C(=O)Nc2nc3c(c(OC(F)F)n2)CCC3)nnc2ccccc12,372.11463012800004,2.3444000000000003,3,8,9
10,10,4,4749,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(c2n1CC1CC1)C(=O)C,1.0,39,88.3,1,203.10586203600005,1.6689000000000005,CC(=O)N1CCc2nc(NC(=O)c3nnc4ccccc4c3N)n(CC3CC3)c21,391.17567291200004,1.9798000000000002,3,9,10
11,11,4,2138,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(CCn2c1C)CC1CC1,1.0,36,43.2,1,203.14224754400007,1.92642,Cc1c(NC(=O)c2nnc3ccccc3c2N)nc2n1CCN(CC1CC1)CC2,391.21205842000006,2.2373199999999995,3,8,11
12,12,1,5992,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CCOCCCn12,1.0,40,96.7,1,193.12151210000005,1.202,CN1CCOCCCn2c(cnc2NC(=O)c2nnc3ccccc3c2N)C1,381.19132297600004,1.5128999999999997,3,9,12
13,13,1,1601,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)CC)Cc2c1,1.0,39,27.6,1,174.07931294,1.8006000000000002,CCC(=O)N1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2C1,362.149123816,2.1115,3,8,13
14,14,1,10083,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCCc2n1)CC,1.0,37,158.1,1,175.11094741600007,1.7115,CCN1CCCc2nc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,363.18075829200006,2.0223999999999998,3,8,14
15,15,3,5748,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(C)CCn2c1CC,1.0,38,106.2,1,177.12659748000007,1.4002,CCc1c(NC(=O)c2nnc3ccccc3c2N)nc2n1CCN(C)CC2,365.19640835600006,1.7110999999999998,3,8,15
16,16,1,11268,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCN(C(=O)C3CCOCC3)cc12,1.0,43,179.3,1,230.105527688,1.4697000000000005,Nc1c(C(=O)NC2=NC=C3CCN(C(=O)C4CCOCC4)C=C32)nnc2ccccc12,418.17533856399996,1.7806000000000002,3,9,16
17,17,1,8839,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC2Cc2cc(n(C)c2C1)C,1.0,43,138.0,1,214.110613068,1.7578200000000006,Cc1cc2c(n1C)CC(NC(=O)c1nnc3ccccc3c1N)=NC=C1COC1C2,402.180423944,2.0687200000000003,3,8,17
18,18,4,7104,N(C(=O)c1nnc2ccccc2c1N)c1nc2CN(C)C(=O)CCCn2c1,1.0,42,133.9,1,177.090211972,1.1020999999999996,CN1Cc2nc(NC(=O)c3nnc4ccccc4c3N)cn2CCCC1=O,365.160022848,1.4129999999999996,3,9,18
19,19,1,8271,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC2Cc2c1N(CCN2C(C)C)C,1.0,43,130.7,1,245.15281222800004,1.5832000000000002,CC(C)N1CCN(C)C2=C1CC1OCC1=CN=C2NC(=O)c1nnc2ccccc2c1N,433.22262310400004,1.8941,3,9,19
20,20,1,6776,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC2Cc2c1OCCOC2,1.0,40,107.1,1,205.073893212,1.0167000000000006,Nc1c(C(=O)NC2=NC=C3COC3CC3=C2OCCOC3)nnc2ccccc12,393.14370408799994,1.3276000000000003,3,9,20
