generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP
0,N(C(=O)c1nnc2ccccc2c1N)c1ccccc1Cl,0.0,24,0.5,1,109.992327776,2.8068000000000013
2,N(C(=O)c1nnc2ccccc2c1N)c1cccc(C)c1,0.0,24,0.5,1,90.04695019200003,2.4618200000000017
3,N(C(=O)c1nnc2ccccc2c1N)Cc1ccccc1,0.0,24,0.5,1,90.04695019200003,1.8311000000000006
4,N(C(=O)c1nnc2ccccc2c1N)c1cc(cc(F)c1)F,0.0,24,0.5,1,112.01245650400003,2.431600000000001
6,N(C(=O)c1nnc2ccccc2c1N)c1ccncc1,0.0,24,0.5,1,77.02654909600002,1.5484
7,N(C(=O)c1nnc2ccccc2c1N)C,0.0,24,0.5,1,14.015650063999999,0.2607000000000004
8,N(C(=O)c1nnc2ccccc2c1N)c1cc(C)sc1C,0.0,24,0.5,1,110.019021192,2.8317400000000013
9,N(C(=O)c1nnc2ccccc2c1N)Cc1ccccc1,0.0,24,0.5,1,90.04695019200003,1.8311000000000006
10,N(C(=O)c1nnc2ccccc2c1N)Cc1cccc(c1)OC,0.2169867066065071,25,1.1,1,120.057514876,1.839700000000001
11,N(C(=O)c1nnc2ccccc2c1N)CCN1Cc2ccccc2C1,0.7400783204255742,25,1.1,1,145.08914935200002,1.6467000000000005
12,N(C(=O)c1nnc2ccccc2c1N)C1CCC(CC1)Oc1cccc(OC)c1,0.13432925240320526,25,1.1,1,204.11502975199997,3.0297000000000023
14,N(C(=O)c1nnc2ccccc2c1N)CN1CCCN(C1)Cc1occc1,1.0,25,1.1,1,178.110613068,1.3468
15,N(C(=O)c1nnc2ccccc2c1N)C(C)C,0.0,25,1.1,1,42.046950192,1.0393000000000003
16,N(C(=O)c1nnc2ccccc2c1N)Cn1ncc(C)c1,0.0,25,1.1,1,94.05309819199996,0.7935200000000003
18,N(C(=O)c1nnc2ccccc2c1N)CC1CCCCC1,0.0,25,1.1,1,96.09390038400002,2.211200000000001
19,N(C(=O)c1nnc2ccccc2c1N)C1CCCCC1,0.0,25,1.1,1,82.07825032000002,1.963600000000001
21,N(C(=O)c1nnc2ccccc2c1N)CN1CCN(CC1)c1ccccc1,1.0,25,1.1,1,174.11569844799996,1.4106
23,N(C(=O)c1nnc2ccccc2c1N)Cn1ccnc1CC,0.0,25,1.1,1,108.06874825599996,1.0475000000000003
25,N(C(=O)c1nnc2ccccc2c1N)CC1CCNCC1,0.0,25,1.1,1,97.08914935200002,0.6305000000000002
29,N(C(=O)c1nnc2ccccc2c1N)C(C)(C)C,0.0,25,1.1,1,56.062600255999996,1.4294000000000002
31,N(C(=O)c1nnc2ccccc2c1N)Cc1ccc(C)cc1,0.0,25,1.1,1,104.06260025600002,2.1395200000000005
35,N(C(=O)c1nnc2ccccc2c1N)CN1CCc2ccccc12,0.517110161458793,25,1.1,1,131.07349928800002,1.6511
36,N(C(=O)c1nnc2ccccc2c1N)C(=O)Nc1ccc(F)cc1,0.6216806034322923,25,1.1,1,137.02769196800003,2.002100000000001
37,N(C(=O)c1nnc2ccccc2c1N)Cn1cccc1,0.0,25,1.1,1,79.04219916000002,1.0901000000000005
38,N(C(=O)c1nnc2ccccc2c1N)Cc1cccc(c1)C,0.0,25,1.1,1,104.06260025600002,2.1395200000000005
39,N(C(=O)c1nnc2ccccc2c1N)CC1CC1,0.0,25,1.1,1,54.046950192,1.0409000000000002
40,N(C(=O)c1nnc2ccccc2c1N)C1CCCCC1,0.0,25,1.1,1,82.07825032000002,1.963600000000001
42,N(C(=O)c1nnc2ccccc2c1N)CN1CCCCC1,0.0,25,1.1,1,97.08914935200002,1.0743
43,N(C(=O)c1nnc2ccccc2c1N)C(=O)c1cccc(Cl)c1,0.6119302109776662,25,1.1,1,137.98724239600003,2.124700000000001
13,N(C(=O)c1nnc2ccccc2c1N)C,-1.0,25,1.1,1,14.015650063999999,0.2607000000000004
17,N(C(=O)c1nnc2ccccc2c1N)Cc1ccccc1,0.0,25,1.1,1,90.04695019200003,1.8311000000000006
20,N(C(=O)c1nnc2ccccc2c1N)C,-1.0,25,1.1,1,14.015650063999999,0.2607000000000004
27,N(C(=O)c1nnc2ccccc2c1N)C,-1.0,25,1.1,1,14.015650063999999,0.2607000000000004
34,N(C(=O)c1nnc2ccccc2c1N)C,-1.0,25,1.1,1,14.015650063999999,0.2607000000000004
41,N(C(=O)c1nnc2ccccc2c1N)C,-1.0,25,1.1,1,14.015650063999999,0.2607000000000004
46,N(C(=O)c1nnc2ccccc2c1N)c1c(F)cccc1,0.0,25,1.1,1,94.02187831600006,2.292500000000001
47,N(C(=O)c1nnc2ccccc2c1N)c1cccc(c1)F,0.0,25,1.1,1,94.02187831600006,2.292500000000001
48,N(C(=O)c1nnc2ccccc2c1N)c1oc(cc1)C,0.0,25,1.1,1,80.026214748,2.0548200000000008
50,N(C(=O)c1nnc2ccccc2c1N)c1ccc(OC)cc1,0.0,26,1.4,1,106.041864812,2.1620000000000004
51,N(C(=O)c1nnc2ccccc2c1N)c1ncccc1Cl,0.0,26,1.4,1,110.987576744,2.201800000000001
52,N(C(=O)c1nnc2ccccc2c1N)c1oc(C)cc1,0.0,26,1.4,1,80.026214748,2.0548200000000008
56,N(C(=O)c1nnc2ccccc2c1N)c1cc(cc(OC)c1)OC,0.5673585893882653,26,1.4,1,136.05242949599997,2.1706000000000008
57,N(C(=O)c1nnc2ccccc2c1N)c1ncccc1C(F)(F)F,0.5123269473394355,26,1.4,1,145.013933724,2.5672
58,N(C(=O)c1nnc2ccccc2c1N)c1occc1,0.0,26,1.4,1,66.010564684,1.7464
59,N(C(=O)c1nnc2ccccc2c1N)c1cc(ccc1Cl)Cl,0.0,26,1.4,1,143.95335542399997,3.4602000000000017
62,N(C(=O)c1nnc2ccccc2c1N)c1c(Cl)cccc1F,0.14470067974135103,26,1.4,1,127.98290596399997,2.9459000000000013
53,N(C(=O)c1nnc2ccccc2c1N)c1cccc(c1)F,0.0,26,1.4,1,94.02187831600006,2.292500000000001
65,N(C(=O)c1nnc2ccccc2c1N)c1ncc(cc1Cl)F,0.39923751790342094,27,1.5,1,128.97815493200002,2.3409
67,N(C(=O)c1nnc2ccccc2c1N)c1ncccc1C,0.0,27,1.5,1,91.04219916000002,1.8568200000000004
