confid_0	12458.008708762054
confid_1	29776.42526842132
confid_2	12033.038008194495
confid_3	9487.673747388202
confid_4	12123772.508426579
confid_5	71925.6471217388
confid_6	168499.55888616468
confid_7	253481.92934178642
confid_8	199977.23438647302
confid_9	5746.825807068737
confid_10	31120.12988132926
confid_11	26592.399098080255
confid_12	5654.33901968974
confid_13	3410467.7755936566
confid_14	5192.381430732191
confid_15	20398.725994359676
confid_16	8080.896730445072
confid_17	35045.59603700269
confid_18	8811.672291647712
confid_19	2010.5828981963869
