confid_0	7793.609865293205
confid_1	333935.95723607123
confid_2	3890.0296664804946
confid_3	706.3021223055009
confid_4	21079.8292300093
confid_5	803.3619653422744
confid_6	9163762.08963893
confid_7	1954433.2240869699
confid_8	141024.43542463522
confid_9	217198.87723793733
confid_10	2207586.4655788247
confid_11	30714.00706864321
confid_12	11076.44022909179
confid_13	6543.758282892695
confid_14	95960.2568106427
confid_15	12288.947340137052
confid_16	160022178.91095963
confid_17	693.3045639255386
confid_18	3155.483997984591
confid_19	51259.498072550894
