generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP
1,NC(=O)c1nnc2c(cccc2c1N)C1CCC(CC1)c1ccsc1,0.0,24,0.7,1,164.06597138400005,3.5029000000000026
2,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.7,1,33.961027648,0.6534000000000003
5,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.7,1,17.990578188,0.13910000000000006
6,NC(=O)c1nnc2c(cccc2c1N)c1c(C)cc(OC(F)F)cc1,0.6008832598427508,24,0.7,1,156.038671252,2.576820000000002
7,NC(=O)c1nnc2c(cccc2c1N)C(F)(F)F,0.0,24,0.7,1,67.987384628,1.0188000000000001
8,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.7,1,33.961027648,0.6534000000000003
10,NC(=O)c1nnc2c(cccc2c1N)Oc1cccc(F)c1,0.0,24,0.7,1,110.01679293600003,1.9314000000000004
11,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.7,1,17.990578188,0.13910000000000006
12,NC(=O)c1nnc2c(cccc2c1N)c1occc1C,0.0,24,0.7,1,80.026214748,1.5684200000000001
14,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.7,1,33.961027648,0.6534000000000003
15,NC(=O)c1nnc2c(cccc2c1N)N(C)Cc1ccccc1,0.16553827075313687,24,0.7,1,119.07349928800002,1.6364
16,NC(=O)c1nnc2c(cccc2c1N)Oc1c(C)cccc1,0.0,24,0.7,1,106.041864812,2.1007200000000004
17,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.7,1,17.990578188,0.13910000000000006
18,NC(=O)c1nnc2c(cccc2c1N)c1ccc(Cl)c(c1)Cl,0.1970299109730491,24,0.7,1,143.95335542399997,2.973800000000001
20,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.7,1,33.961027648,0.6534000000000003
22,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(cc1)Cl,0.31582490686387843,24,0.7,1,125.98724239600003,2.445700000000001
23,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.7,1,17.990578188,0.13910000000000006
24,NC(=O)c1nnc2c(cccc2c1N)c1cc(cc(OC)c1)OC,0.6057899992934332,24,0.7,1,136.05242949599997,1.6842000000000001
25,NC(=O)c1nnc2c(cccc2c1N)C,0.0,24,0.7,1,14.015650063999999,0.30842000000000014
26,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.7,1,33.961027648,0.6534000000000003
27,NC(=O)c1nnc2c(cccc2c1N)N1CCCC1,0.0,24,0.7,1,69.05784922400002,0.6001999999999998
28,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(cc1)OC(F)(F)F,0.5973645018338517,24,0.7,1,176.008513996,2.6909000000000005
29,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.7,1,17.990578188,0.13910000000000006
30,NC(=O)c1nnc2c(cccc2c1N)Nc1ccc(F)c(Cl)c1,0.5087183238812081,25,0.8,1,142.99380499600002,2.5361000000000007
