confid_0	26350.580437361874
confid_1	29771.340948888956
confid_2	15318.847686846038
confid_3	964.4261617788212
confid_4	46678974.84181082
confid_5	16613.78636777693
confid_6	58116.3677551958
confid_7	21109.826576265186
confid_8	3714.8748270680226
confid_9	7951.471844961178
confid_10	17333.65389986547
confid_11	1829.1061518976721
confid_12	108963.29643262217
confid_13	34334.02081583517
confid_14	442543.43105558405
confid_15	973.3946620794444
confid_16	80681.82734334953
confid_17	89918.2006464115
confid_18	17628.557139585417
confid_19	46772130.300677836
