confid_0	32371.36554397429
confid_1	8596822.774217641
confid_2	3180.0218744896797
confid_3	44760391.617723204
confid_4	17721.58159900215
confid_5	2938.051126967683
confid_6	599385.6279155215
confid_7	45530.452893253845
confid_8	1233.9673749980568
confid_9	167092.22690434314
confid_10	173049.49466237554
confid_11	71116.73907665374
confid_12	120683.48718230282
confid_13	12313.366025846626
confid_14	1059.9829639760937
confid_15	5394.879945552131
confid_16	754.3440183399129
confid_17	1688277.7729554446
confid_18	27048.547175997373
confid_19	366768.06881105236
