generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP
0,NC(=O)c1nnc2c(cccc2c1N)c1ccc(OC)cc1,0.0,24,0.6,1,106.041864812,1.6756000000000002
1,NC(=O)c1nnc2c(cccc2c1N)C1CC1,0.0,24,0.6,1,40.031300128,0.8774000000000001
3,NC(=O)c1nnc2c(cccc2c1N)N1CCN(CC1)c1ccccc1,0.9208332644968564,24,0.6,1,160.10004838399996,1.3265999999999991
4,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(cc1)OC(F)(F)F,0.5973645018338517,24,0.6,1,176.008513996,2.6909000000000005
5,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.6,1,17.990578188,0.13910000000000006
6,NC(=O)c1nnc2c(cccc2c1N)c1cn(C)nc1,0.0,24,0.6,1,80.03744812799997,0.4005000000000001
7,NC(=O)c1nnc2c(cccc2c1N)C#N,0.0,24,0.6,1,24.995248968,-0.12832
8,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.6,1,33.961027648,0.6534000000000003
10,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(c(OC)c1)OC,0.8287821279708784,24,0.6,1,152.04734411599995,1.8095000000000003
11,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.6,1,17.990578188,0.13910000000000006
12,NC(=O)c1nnc2c(cccc2c1N)c1cc(OC)c(cc1)Cl,0.5661743143432201,24,0.6,1,140.00289246000003,2.329000000000001
13,NC(=O)c1nnc2c(cccc2c1N)Cc1c(Cl)cncc1Cl,0.7894040318864183,24,0.6,1,158.96425445600002,2.2926000000000006
14,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.6,1,33.961027648,0.6534000000000003
15,NC(=O)c1nnc2c(cccc2c1N)Nc1ccc(OC)c(c1)Cl,0.6922237642063461,24,0.6,1,155.01379149199997,2.405600000000001
16,NC(=O)c1nnc2c(cccc2c1N)Oc1cccc(OC)c1,0.29439517992646874,24,0.6,1,122.03677943199997,1.8009
18,NC(=O)c1nnc2c(cccc2c1N)c1ccccc1OC,0.0,24,0.6,1,106.041864812,1.6756000000000002
19,NC(=O)c1nnc2c(cccc2c1N)C,0.0,24,0.6,1,14.015650063999999,0.30842000000000014
22,NC(=O)c1nnc2c(cccc2c1N)OC1CCC(CC1)NC,0.4335057255030658,24,0.6,1,127.09971403600005,0.9093999999999997
24,NC(=O)c1nnc2c(cccc2c1N)c1cc(OC)c(c(c1)OC)OC,0.9834596163157577,24,0.6,1,166.06299417999995,1.6928000000000005
25,NC(=O)c1nnc2c(cccc2c1N)Cc1ccc(cc1)OC,0.2169867066065071,24,0.6,1,120.057514876,1.5994000000000002
26,NC(=O)c1nnc2c(cccc2c1N)Cl,0.0,24,0.6,1,33.961027648,0.6534000000000003
28,NC(=O)c1nnc2c(cccc2c1N)Oc1cccc(C)c1,0.0,24,0.6,1,106.041864812,2.1007200000000004
29,NC(=O)c1nnc2c(cccc2c1N)F,0.0,24,0.6,1,17.990578188,0.13910000000000006
30,NC(=O)c1nnc2c(cccc2c1N)Nc1ccc(OC)cc1,0.2588208071309924,25,0.9,1,121.052763844,1.7522000000000002
31,NC(=O)c1nnc2c(cccc2c1N)N1CCC(CC1)OC,0.0,25,0.9,1,113.084063972,0.6151999999999999
32,NC(=O)c1nnc2c(cccc2c1N)NCc1ccccc1,0.0,25,0.9,1,105.05784922400002,1.6121000000000003
35,NC(=O)c1nnc2c(cccc2c1N)Nc1ccccn1,0.0,25,0.9,1,92.03744812800002,1.1386000000000003
38,NC(=O)c1nnc2c(cccc2c1N)N(C)c1ccccc1,0.0,25,0.9,1,105.05784922400002,1.7679000000000005
40,NC(=O)c1nnc2c(cccc2c1N)Nc1ccc(F)c(F)c1,0.43174071390585683,25,0.9,1,127.02335553600003,2.0218000000000003
41,NC(=O)c1nnc2c(cccc2c1N)N1CCSCC1,0.0,25,0.9,1,101.02992022400005,0.5532000000000001
42,NC(=O)c1nnc2c(cccc2c1N)NC1CCCCC1,0.0,25,0.9,1,97.08914935200002,1.7446000000000002
43,NC(=O)c1nnc2c(cccc2c1N)N(C)Cc1cccs1,0.38279411934346563,25,0.9,1,125.02992022400005,1.6979000000000002
45,NC(=O)c1nnc2c(cccc2c1N)Nc1ccccc1C(F)(F)F,0.4856378545040881,25,0.9,1,159.029583788,2.762400000000001
46,NC(=O)c1nnc2c(cccc2c1N)N1CCN(CC1)c1cc(OC)ccc1C,1.0,25,0.9,1,204.12626313199993,1.6436199999999994
47,NC(=O)c1nnc2c(cccc2c1N)NC1CCCCC1,0.0,25,0.9,1,97.08914935200002,1.7446000000000002
48,NC(=O)c1nnc2c(cccc2c1N)N(CC)CC,0.0,25,0.9,1,71.07349928800002,0.8461999999999997
50,NC(=O)c1nnc2c(cccc2c1N)Nc1ccc(cc1)OC,0.2588208071309924,25,0.9,1,121.052763844,1.7522000000000002
52,NC(=O)c1nnc2c(cccc2c1N)NCc1ccccc1Cl,0.5774763685815546,25,0.9,1,139.018876872,2.2655000000000007
55,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(cc1)CN1CCCCCC1,0.0,25,1.1,1,203.13101416400005,3.1683000000000026
57,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(cc1Cl)Cl,0.0,25,1.1,1,159.948270044,3.0991000000000013
58,NC(=O)c1nnc2c(cccc2c1N)OCC1CC1,0.0,25,1.1,1,70.041864812,0.7888000000000001
59,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(cc1)F,0.0,25,1.1,1,110.01679293600003,1.9314000000000004
60,NC(=O)c1nnc2c(cccc2c1N)OC,0.0,25,1.1,1,30.010564684000002,0.008599999999999941
61,NC(=O)c1nnc2c(cccc2c1N)Oc1ccc(F)cc1F,0.44876593337037113,25,1.1,1,128.007371124,2.0705000000000005
62,NC(=O)c1nnc2c(cccc2c1N)OC1CCN(CC1)CC(F)(F)F,1.0,25,1.1,1,181.07144860000002,1.4055000000000004
63,NC(=O)c1nnc2c(cccc2c1N)Oc1cccc(c1)C(F)(F)F,0.4474925829674004,25,1.1,1,160.01359937600003,2.811100000000001
64,NC(=O)c1nnc2c(cccc2c1N)OCCN1CCCC1,0.0,25,1.1,1,113.08406397200005,0.4745999999999998
91,NC(=O)c1nnc2c(cccc2c1N)c1ccc(cc1)F,0.0,25,1.5,1,94.02187831600006,1.8061000000000003
92,NC(=O)c1nnc2c(cccc2c1N)c1cccnc1,0.0,25,1.5,1,77.02654909600002,1.0620000000000003
93,NC(=O)c1nnc2c(cccc2c1N)c1c(F)cccc1F,0.0,25,1.5,1,112.01245650400003,1.9452000000000003
94,NC(=O)c1nnc2c(cccc2c1N)c1ccc(cc1)Cl,0.0,25,1.5,1,109.992327776,2.3204000000000007
95,NC(=O)c1nnc2c(cccc2c1N)Cc1ccc(nc1)OC,0.2588208071309924,25,2.3,1,121.052763844,0.9944000000000001
97,NC(=O)c1nnc2c(cccc2c1N)C1CCC(CC1)c1ccccn1,0.4183290960623951,25,2.3,1,159.10479941600008,2.8364000000000016
99,NC(=O)c1nnc2c(cccc2c1N)CN1CCOCC1,0.0,25,2.3,1,99.06841390800005,-0.16780000000000006
100,NC(=O)c1nnc2c(cccc2c1N)COc1ccc(cc1)F,0.35578335166775155,25,2.3,1,124.03244300000003,1.7181000000000002
103,NC(=O)c1nnc2c(cccc2c1N)Cc1ccc(cc1)O,0.0,25,2.3,1,106.041864812,1.2963999999999998
105,NC(=O)c1nnc2c(cccc2c1N)C1CCN(CC1)Cc1oc(C)cc1,0.8756279735431053,25,2.3,1,177.1153641,2.281020000000001
108,NC(=O)c1nnc2c(cccc2c1N)COc1ccc(F)cc1,0.35578335166775155,25,2.3,1,124.03244300000003,1.7181000000000002
109,NC(=O)c1nnc2c(cccc2c1N)CC,0.0,25,2.3,1,28.031300127999998,0.5624
111,NC(=O)c1nnc2c(cccc2c1N)Cc1cccc(OC)c1,0.2169867066065071,25,2.3,1,120.057514876,1.5994000000000002
112,NC(=O)c1nnc2c(cccc2c1N)C(=O)N1CCc2cc(F)c(cc2C1)OC,1.0,25,2.3,1,207.06955678,1.3462
113,NC(=O)c1nnc2c(cccc2c1N)C1CCC(CC1)N(c1cccc(OC)c1)C,0.0,25,2.3,1,217.146664228,3.171200000000003
115,NC(=O)c1nnc2c(cccc2c1N)CN1CCCC1,0.0,25,2.3,1,83.07349928800002,0.5957999999999998
116,NC(=O)c1nnc2c(cccc2c1N)COc1ccc(cc1)F,0.35578335166775155,25,2.3,1,124.03244300000003,1.7181000000000002
117,NC(=O)c1nnc2c(cccc2c1N)CCc1cccc(c1Cl)Cl,0.0,25,2.3,1,171.98465555200002,3.092000000000002
119,NC(=O)c1nnc2c(cccc2c1N)Cc1ccc(Cl)cc1,0.3183094528454867,25,2.3,1,124.00797784,2.2442000000000006
123,NC(=O)c1nnc2c(cccc2c1N)CN(C)c1cccc(Cl)c1,0.7318341798768502,25,2.3,1,153.034526936,2.289800000000001
124,NC(=O)c1nnc2c(cccc2c1N)COc1ccc(cc1)Cl,0.6030224405557625,25,2.3,1,140.00289246000003,2.2324000000000006
125,NC(=O)c1nnc2c(cccc2c1N)CC1CC1,0.0,25,2.3,1,54.046950192,0.9525
127,NC(=O)c1nnc2c(cccc2c1N)Cc1cc(F)ccc1F,0.4080380676896936,25,2.3,1,126.02810656800003,1.8690000000000002
129,NC(=O)c1nnc2c(cccc2c1N)C1CCNCC1,0.0,25,2.3,1,83.07349928800002,0.46699999999999997
133,NC(=O)c1nnc2c(cccc2c1N)CC1CC1,0.0,25,2.3,1,54.046950192,0.9525
98,NC(=O)c1nnc2c(cccc2c1N)C,-1.0,25,2.3,1,14.015650063999999,0.30842000000000014
102,NC(=O)c1nnc2c(cccc2c1N)C#N,0.0,25,2.3,1,24.995248968,-0.12832
106,NC(=O)c1nnc2c(cccc2c1N)C,-1.0,25,2.3,1,14.015650063999999,0.30842000000000014
110,NC(=O)c1nnc2c(cccc2c1N)C#N,0.0,25,2.3,1,24.995248968,-0.12832
114,NC(=O)c1nnc2c(cccc2c1N)C,-1.0,25,2.3,1,14.015650063999999,0.30842000000000014
118,NC(=O)c1nnc2c(cccc2c1N)C#N,0.0,25,2.3,1,24.995248968,-0.12832
122,NC(=O)c1nnc2c(cccc2c1N)C,-1.0,25,2.3,1,14.015650063999999,0.30842000000000014
126,NC(=O)c1nnc2c(cccc2c1N)C#N,0.0,25,2.3,1,24.995248968,-0.12832
130,NC(=O)c1nnc2c(cccc2c1N)C,-1.0,25,2.3,1,14.015650063999999,0.30842000000000014
134,NC(=O)c1nnc2c(cccc2c1N)C#N,0.0,25,2.3,1,24.995248968,-0.12832
160,NC(=O)c1nnc2c(cccc2c1N)c1ccccc1,0.0,26,2.8,1,76.03130012800003,1.6670000000000003
161,NC(=O)c1nnc2c(cccc2c1N)c1ccc(s1)Cl,0.0,26,2.8,1,115.94874871200003,2.3819000000000004
163,NC(=O)c1nnc2c(cccc2c1N)c1cnn(c1)C,0.0,26,2.8,1,80.03744812799997,0.4005000000000001
164,NC(=O)c1nnc2c(cccc2c1N)c1c(OC)cccc1,0.0,26,2.8,1,106.041864812,1.6756000000000002
162,NC(=O)c1nnc2c(cccc2c1N)c1ccccc1OC,0.0,26,2.8,1,106.041864812,1.6756000000000002
165,NC(=O)c1nnc2c(cccc2c1N)OCC1CCOCC1,0.0,26,3.1,1,114.06807955999997,0.8053999999999996
