,index,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP,canonical_smiles,MW,LogP,donor,acceptor,Choice_idx
0,0,1,7952,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCC(=O)N(c2s1)CC,1.0,36,156.8,1,180.03573387600002,1.9090000000000005,CCN1C(=O)CCc2nc(NC(=O)c3nnc4ccccc4c3N)sc21,368.105544752,2.2199,3,8,0
1,1,3,6786,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOCC3)Cc2c1C,1.0,37,111.0,1,216.126263132,1.82872,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1CC2CN1CCOCC1,404.196074008,2.13962,3,8,1
2,2,3,618,N(C(=O)c1nnc2ccccc2c1N)c1cc(S(=O)(=O)N(C)C)sc1,1.0,29,13.2,1,188.99182046400003,1.4652000000000005,CN(C)S(=O)(=O)c1cc(NC(=O)c2nnc3ccccc3c2N)cs1,377.06163134,1.7761,3,8,2
3,3,1,1021,N(C(=O)c1nnc2ccccc2c1N)c1nc2CN(CC)OCc2s1,1.0,35,20.2,1,168.0357338759999,1.877,CCN1Cc2nc(NC(=O)c3nnc4ccccc4c3N)sc2CO1,356.1055447519999,2.1879,3,8,3
4,4,3,4380,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC2Cc2c1CNC2,1.0,40,77.9,1,174.07931294,0.6156,Nc1c(C(=O)NC2=NC=C3COC3CC3=C2CNC3)nnc2ccccc12,362.149123816,0.9264999999999999,4,8,4
5,5,4,4699,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC(C)=O)CCc2c1,1.0,42,87.4,1,188.094963004,1.4955000000000005,CC(=O)CN1CCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,376.16477388,1.8064,3,8,5
6,6,3,8446,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)C(=O)Cc2c1,1.0,39,137.9,1,175.06332852799997,1.5787,CC1OCc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2CC1=O,363.13313940399996,1.8895999999999997,3,8,6
7,7,4,6015,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)(CCC12)C,1.0,42,109.1,1,176.13134851200002,2.047300000000001,CN1CC2=CN=C(NC(=O)c3nnc4ccccc4c3N)C2CCC1(C)C,364.201159388,2.358200000000001,3,7,7
8,8,3,8195,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COCCC(F)(F)c2n1,1.0,37,135.4,1,184.044819252,1.9555,Nc1c(C(=O)Nc2ncc3c(n2)C(F)(F)CCOC3)nnc2ccccc12,372.114630128,2.2664,3,8,8
9,9,2,5846,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCC)CCc2n1,1.0,38,95.2,1,175.11094741600007,1.7115,CCCN1CCc2nc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,363.18075829200006,2.0223999999999998,3,8,9
10,10,2,6188,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)COCc2c1,1.0,41,100.9,1,190.110613068,1.8989,CC1COCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CN1C,378.180423944,2.2097999999999995,3,8,10
11,11,3,3711,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)CN(C)Cc2c1,1.0,38,66.9,1,190.110613068,1.8989,CC1CN(C)Cc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CO1,378.180423944,2.2097999999999995,3,8,11
12,12,4,4433,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCCOC2=O)C1=C(C)C,1.0,38,83.3,1,218.105527688,1.4697000000000005,CC(C)=C1C(NC(=O)c2nnc3ccccc3c2N)=NC=C2CN1CCCOC2=O,406.17533856399996,1.7806000000000002,3,9,12
13,13,1,8590,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(CC(C)OC)Cc2s1,1.0,37,169.1,1,210.082684068,2.002900000000001,COC(C)CN1CCc2nc(NC(=O)c3nnc4ccccc4c3N)sc2C1,398.152494944,2.3138000000000005,3,8,13
14,14,2,2665,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCCC(=O)c2c1)C,1.0,37,40.8,1,188.094963004,1.9567,CN1CCCC(=O)c2cc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,376.16477388,2.2676,3,8,14
15,15,1,4344,N(C(=O)c1nnc2ccccc2c1N)c1nc2CCN(CCn2n1)C(C)C,1.0,37,85.6,1,178.12184644800007,1.0113999999999996,CC(C)N1CCc2nc(NC(=O)c3nnc4ccccc4c3N)nn2CC1,366.19165732400006,1.3222999999999996,3,9,15
16,16,2,970,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COCCc2c1COC,1.0,33,16.8,1,177.07897859199997,1.7675,COCc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1CCOC2,365.14878946799996,2.0784,3,8,16
17,17,2,4093,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)C(=O)c2c1,1.0,40,66.0,1,174.07931294,1.5650000000000004,CC1C(=O)c2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CN1C,362.149123816,1.8759000000000001,3,8,17
18,18,1,5866,N(C(=O)c1nnc2ccccc2c1N)c1nc2CN(CC)CCOCc2s1,1.0,37,116.9,1,196.0670340039999,1.962,CCN1CCOCc2sc(NC(=O)c3nnc4ccccc4c3N)nc2C1,384.1368448799999,2.2729,3,8,18
19,19,1,7006,N(C(=O)c1nnc2ccccc2c1N)c1nc2CN(C)CCCOCc2s1,1.0,38,136.5,1,196.0670340039999,1.962,CN1CCCOCc2sc(NC(=O)c3nnc4ccccc4c3N)nc2C1,384.1368448799999,2.2729,3,8,19
20,20,1,8157,N(C(=O)c1nnc2ccccc2c1N)c1nc2CN(Cc2c(CC)c1)COC,1.0,38,160.3,1,190.110613068,2.030300000000001,CCc1cc(NC(=O)c2nnc3ccccc3c2N)nc2c1CN(COC)C2,378.1804239439999,2.3412000000000006,3,8,20
21,21,3,6310,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(=O)CN2CC(F)(F)C1,1.0,43,103.9,1,227.08701841200005,0.6838000000000001,CN1CC2=CN=C(NC(=O)c3nnc4ccccc4c3N)CC(F)(F)CN2CC1=O,415.15682928800004,0.9946999999999999,3,9,21
22,22,2,5608,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CCSCCC12,1.0,40,91.2,1,194.087769448,1.6118,CN1CCSCCC2C(=CN=C2NC(=O)c2nnc3ccccc3c2N)C1,382.157580324,1.9227,3,7,22
23,23,2,8343,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)COCCn12,1.0,42,141.0,1,193.12151210000005,1.2003999999999997,CC1COCCn2c(cnc2NC(=O)c2nnc3ccccc3c2N)CN1C,381.19132297600004,1.5112999999999996,3,9,23
24,24,4,9054,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC)CCCS2CC1,1.0,39,158.7,1,210.119069576,2.0013,CCN1CCC[SH]2CCC(NC(=O)c3nnc4ccccc4c3N)=NC=C2C1,398.188880452,2.3122,3,7,24
25,25,4,4000,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC(C)C)Cc2n1,1.0,40,75.6,1,175.11094741600007,1.9150000000000005,CC(C)CN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)nc2C1,363.18075829200006,2.2259,3,8,25
26,26,4,9630,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC(C)=O)CCC1CC2,1.0,45,166.8,1,204.126263132,1.618,CC(=O)CN1CCC2CCC(=CN=C2NC(=O)c2nnc3ccccc3c2N)C1,392.196074008,1.9288999999999998,3,8,26
27,27,1,5938,N(C(=O)c1nnc2ccccc2c1N)c1nc2CN(C(=O)C(C)F)Cc2s1,1.0,41,118.7,1,198.026312064,1.8101,CC(F)C(=O)N1Cc2nc(NC(=O)c3nnc4ccccc4c3N)sc2C1,386.09612293999993,2.1209999999999996,3,8,27
28,28,4,2213,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCN2CCCC1)C,1.0,37,43.5,1,191.14224754400007,1.3021000000000005,CN1CCN2CCCCC(NC(=O)c3nnc4ccccc4c3N)=NC=C2C1,379.21205842000006,1.613,3,8,28
29,29,2,8299,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(=O)CCc2c1,1.0,42,139.9,1,174.07931294,1.4530000000000003,CN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2CCC1=O,362.149123816,1.7639,3,8,29
30,30,4,3508,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CCCOc2c1F,1.0,38,67.2,1,194.085541192,1.9018,CN1CCCOc2c(cnc(NC(=O)c3nnc4ccccc4c3N)c2F)C1,382.155352068,2.2127,3,8,30
