confid_0	169596.22614244107
confid_1	21.57687609137679
confid_2	196.8956404394513
confid_3	64412.5450388978
confid_4	2740.547797352185
confid_5	18032.77194105224
confid_6	3110.119949959602
confid_7	470498.3045798921
confid_8	786.4822487768643
confid_9	49.41506665501164
confid_10	186718.2086763897
confid_11	22756996.721534017
confid_12	5936.320496021082
confid_13	2367.0509164096093
confid_14	78980.24831179704
confid_15	2200860.1236632117
confid_16	151.89673993174753
confid_17	63330337.5487899
confid_18	141.7124287051491
confid_19	410.6295863821845
