confid_0	60175.83278674715
confid_1	38599.532729632665
confid_2	62518.01594393024
confid_3	23889.779905508432
confid_4	36798.53328311334
confid_5	16888.82854405816
confid_6	1244222.5069834967
confid_7	23206.153873773274
confid_8	32490.614300410325
confid_9	35765.92637964717
confid_10	9337.783194537646
confid_11	12801.526745893534
confid_12	1619971740.018491
confid_13	51048.005730863726
confid_14	19201.142863517765
confid_15	87003.31229704483
confid_16	4274773.624978172
confid_17	90327.5136850558
confid_18	9149.291218959854
confid_19	48451.78439766911
